subj,legitpresence,overall_duration_mean,mean_total_time,overall_count_mean,overall_amplitude_mean,mean_total_distance
210,0,174.6523955,7323.618756,28.02857143,204.9145413,8319.743532
210,1,176.5451937,7604.284075,34.85,205.3737941,8706.884768
211,0,154.8190725,9620.854344,45.02941176,217.290171,12922.50831
211,1,155.6677741,7404.07309,34.73076923,227.5232628,10966.81729
212,0,223.3422131,34253.07787,65.06666667,180.1066845,27464.70445
212,1,222.0349014,15423.81639,41.1875,186.4794434,12551.0824
213,0,187.1341991,10333.72006,37.45945946,192.9904861,10256.56538
213,1,193.9040498,16733.68598,72.95454545,192.5912916,16088.47313
214,0,182.2592313,10406.68274,40.21212121,170.2228669,9427.60365
214,1,184.2941704,9369.81704,44.6,161.6244733,8116.476922
215,0,212.9079966,14258.7859,52.86363636,184.9438379,12309.1374
215,1,208.5761494,13422.5158,46.4,191.4591115,11673.39676
216,0,186.7920228,17059.92023,70.2,154.1280174,13967.08174
216,1,189.4646739,18896.8904,63.08571429,157.6262004,16143.25942
217,0,181.6042553,5403.978723,23.5,220.2909619,6537.330797
217,1,177.5905882,5471.183529,25.75757576,219.7095821,6693.618072
218,0,182.1329715,12834.29037,50.82758621,197.4598749,13101.59712
218,1,180.3239609,12932.8154,58.42857143,195.8448539,13933.46326
219,0,187.2263056,9022.274662,31.33333333,278.9651045,12843.77629
219,1,193.0644851,9484.005775,37.10714286,247.8147188,11250.21379
220,0,178.7316017,8018.865801,35.53846154,172.3669435,7618.676615
220,1,179.8791489,12194.80681,39.16666667,166.8637248,10764.49613
221,0,197.4248366,10076.92549,36.42857143,170.6289361,8218.640475
221,1,190.6889401,8211.357143,31,179.6841041,7720.205901
222,0,259.6123596,7582.196629,23.73333333,208.8646993,5730.404443
222,1,244.3557047,5794.174497,19.86666667,225.5591007,5239.162846
223,0,245.8013245,14706.65342,30.2,179.6122446,9993.426855
223,1,223.6666667,6352.871795,18.57142857,208.0332685,5924.598489
224,0,234.2226804,8898.334021,23.0952381,159.8922787,6201.046476
224,1,216.8851351,8003.35473,20.4137931,153.2573779,5314.584716
225,0,196.819407,14569.31536,33.72727273,192.2152765,13267.96252
225,1,194.0810313,7553.495396,20.88461538,190.4590261,6622.192413
226,0,223.6477512,31222.5599,95.16,159.0740955,21105.1416
226,1,222.4855582,25099.42077,82.64516129,159.8453586,17291.1631
227,0,198.5461613,14509.51215,31.18181818,209.2114942,14215.86322
227,1,210.6267281,11302.53456,41.73076923,198.1868462,10626.03975
228,0,224.2451812,12895.1118,36.02777778,175.2289141,9253.769055
228,1,237.7760358,27911.31915,81.18181818,165.3069277,18552.56251
229,0,227.2821782,9385.237624,29.92592593,156.8674802,6317.959944
229,1,217.9872379,12779.36737,37.82758621,164.3838814,9635.963883
230,0,195.0651444,10266.6313,42.54285714,173.7759815,9133.794166
230,1,200.7525213,15196.20791,61.38095238,168.0887268,12851.79754
231,0,204.6071044,10050.27341,38.70833333,164.5368511,7874.378963
231,1,200.972028,11636.75175,47.66666667,160.5494837,9035.273367
232,0,215.1452055,4235.621918,17.38095238,214.2182227,4153.518703
232,1,210.534202,4980.325733,19.1875,223.2757787,5357.723676
233,0,205.2985972,4977.194389,19.96,191.4381358,4594.4664
233,1,201.0177665,8728.42132,29.18518519,186.090609,8335.356558
234,0,224.170977,15382.04023,49.71428571,189.7282056,12569.96048
234,1,216.5106383,12192.10559,43.75862069,195.3602312,10777.34972
235,0,168.2877493,8403.324786,43.875,179.5482485,9099.134391
235,1,165.2102207,6227.860627,30.75,180.5449651,6972.510939
236,0,176.2516016,11909.053,55.38709677,144.7458626,9649.348326
236,1,177.8091674,16963.18428,76.35714286,142.5117763,13382.75087
237,0,227.6787879,19946.07576,31.42857143,181.4103082,15304.58775
237,1,216.8571429,6705.142857,23.69230769,172.5409973,5266.196339
238,0,217.6942857,8242.191429,24.13793103,205.5080453,7390.301083
238,1,222.1376975,8460.677201,32.81481481,205.9165856,7760.15438
239,0,208.9253555,20717.46801,67.52,150.7462443,13826.36597
239,1,200.4775385,14609.96923,56.03448276,162.2534281,11487.23197
240,0,217.8513834,10177.34071,36.14285714,218.9855401,9803.376726
240,1,223.6738645,17963.72897,61.04545455,213.7826794,16987.80256
241,0,208.8666667,2639.583333,10,285.4937276,3701.930422
241,1,201.5830389,2584.798587,8.575757576,284.8141699,3392.586063
242,0,181.3105413,13364.62393,30.52173913,173.6255415,11887.22639
242,1,173.4009662,11761.50403,44.35714286,167.3640364,11130.38846
243,0,170.2181818,17543.80979,65,164.144827,15944.72626
243,1,165.2687225,15266.62335,69.84615385,185.7447217,16964.52752
244,0,167.2198276,6871.834052,34.37037037,182.6367493,7536.271776
244,1,177.9614644,8790.543353,39.92307692,169.0619216,8079.702565
245,0,231.6752577,7733.350515,22.82352941,172.3180231,5464.176664
245,1,231.2866242,10176.97452,34.88888889,171.1832226,7228.386
246,0,219.55,7511.1975,22.85714286,182.0243626,5906.484998
246,1,231.8388521,15731.98675,50.33333333,166.7521004,10971.06399
247,0,146.525706,9187.701665,43.15625,180.3824462,10831.59584
247,1,148.7534435,15780.98209,63.13043478,171.2284838,18277.5159
248,0,185.0556038,14839.17897,65.77142857,170.6826857,13077.48363
248,1,187.2643406,21465.36132,73.52173913,178.8609687,19862.76371
249,0,186.7572254,4520.491329,19.22222222,206.6903623,4918.028583
249,1,193.8311111,5105.604444,15,207.7237369,4948.539245
250,0,226.1692573,6062.556131,19.3,262.061408,6715.109809
250,1,232.5995893,5975.737166,20.29166667,272.9900156,6957.973944
251,0,214.4035714,15148.43929,50.90909091,214.7169102,14960.4565
251,1,217.1606448,23622.81045,66.62962963,218.4596654,23323.51344
252,0,190.4499141,16728.08472,72.79166667,166.0934056,14915.33885
252,1,186.1152882,18950.75789,73.88888889,166.9442722,16273.63839
253,0,217.8324873,3309.751269,12.3125,203.6793485,2882.19277
253,1,218.2047244,2210.629921,7.9375,172.4368229,1702.950927
254,0,200.6299213,1930.062992,7.9375,277.3759791,2592.68989
254,1,197.1141553,1842.082192,7.821428571,252.3716115,2394.07266
255,0,201.5663866,15511.07563,51.73913043,170.5355669,12936.45903
255,1,202.7488644,13985.64828,57.07407407,168.7155196,11543.39549
256,0,215.9489437,13483.90141,37.86666667,210.3244139,12673.37178
256,1,213.1800487,7994.978102,26.51612903,208.2390571,7672.189096
257,0,258.0838894,30282.04766,61.70588235,179.4838621,20663.15861
257,1,255.5098901,14535.85055,36.4,196.182898,10612.35084
258,0,216.9686099,13530.70105,36.16216216,190.750471,11846.87597
258,1,230.3957895,27652.97684,79.16666667,176.1790161,20481.24664
259,0,207.8476563,5474.476563,19.69230769,197.3794035,4992.967034
259,1,200.025641,6487.542125,24.81818182,217.1334814,6582.650514
260,0,176.8623025,4902.613995,23.31578947,215.6662869,6073.462237
260,1,174.2318271,5221.607073,17.55172414,215.9358504,6024.476844
261,0,226.2800441,7942.282249,25.91428571,214.8710202,7408.507774
261,1,233.8317757,12445.46729,38.90909091,211.286414,10722.61568
262,0,229.3484487,10280.66587,31.03703704,229.6463726,10192.84031
262,1,231.8351064,13983.95745,37.6,218.1862835,12776.83383
263,0,189.1034483,1736.258621,6.105263158,241.5576038,2086.362527
263,1,177.44,2154.868571,7,225.3042868,2573.785015
264,0,179.4263736,6421.43956,29.35483871,234.6664457,8198.81915
264,1,176.2874693,7901.884521,33.91666667,248.1321394,10533.17642
265,0,218.6565517,13289.01241,42.64705882,224.9094754,13361.87364
265,1,238.8684628,22971.04596,45.07142857,219.9872249,19250.8929
266,0,229.8466899,6539.585366,20.5,220.0276641,5929.912046
266,1,244.8542024,10722.46655,24.29166667,246.9932071,10487.68985
267,0,257.6171694,19617.96056,55.61290323,179.2538949,13208.48976
267,1,254.2311111,23265.87556,78.26086957,185.6973372,16671.14019
268,0,172.1022556,5928.126316,25.57692308,204.4331466,6841.817203
268,1,171.9317585,6119.11811,27.21428571,203.8768203,7048.638933
269,0,183.7849779,7206.774669,32.33333333,164.418269,6456.855701
269,1,185.2622478,6072.899135,26.69230769,177.6549912,5769.331616
270,0,188.7930869,16735.75612,65.09375,193.575017,16608.69018
270,1,183.9349046,14328.79012,59.4,196.2867655,15192.01729
271,0,236.673913,4662.195652,14.15384615,218.3835932,4081.118729
271,1,211.8707483,3075.44898,9.1875,224.6324371,3034.120399
272,0,206.8906589,26167.39609,102.2962963,167.1697769,20356.89983
272,1,208.3139753,28697.82166,106.76,153.8184324,21178.14346
273,0,209.6886544,15168.36939,34.45454545,181.9274022,13007.5967
273,1,209.7458333,6974.558333,19.2,202.1444969,6171.47765
274,0,219.4182692,6781.100962,23.11111111,226.123108,6986.216097
274,1,222.6267717,7600.64252,27.60869565,216.6255203,7289.891552
275,0,224.3154762,7886.116071,32,170.3364962,5883.605217
275,1,215.8402662,6215.297837,19.38709677,180.2018777,4893.569118
276,0,204.8464311,14408.05768,53.34615385,151.7935703,10698.29458
276,1,201.5812274,19455.62455,49.46428571,154.1145426,14731.98022
277,0,226.6441821,10630.07757,42.35714286,219.1480769,10079.85665
277,1,231.1054767,11778.18864,44.81818182,215.5659483,10962.72103
278,0,192.0780234,10870.79064,38.45,149.8953654,8021.492087
278,1,189.5476718,8306.549889,31.10344828,154.4702506,6744.815426
279,0,229.8366477,19738.79972,58.66666667,164.2338496,13265.46232
279,1,226.5500778,16518.00623,60.21875,166.9321864,12064.42345
280,0,218.0703812,4416.985337,16.23809524,236.2215956,4819.484357
280,1,207.0897833,3421.950464,12.42307692,232.047763,3785.877056
281,0,234.2082192,7940.506849,27.03703704,203.4476475,6681.332808
281,1,234.9837703,9396.434457,36.40909091,185.4753077,7287.704622
282,0,218.987013,31080.55584,92.93103448,151.1641887,20606.98249
282,1,214.2360346,33100.22974,110.5217391,159.9304511,24271.78196
283,0,200.5798319,6416.848739,25.05263158,183.19214,5736.129564
283,1,197.8931624,4259.965812,18,196.2192931,4247.154419
284,0,163.5571726,11894.03638,54.97142857,181.1556244,12841.59761
284,1,164.3214953,15401.05701,79.25925926,175.7386514,16997.93069
285,0,188.8863049,13725.62145,61.92,155.1680402,11266.87553
285,1,179.4774096,10247.46235,41.5,153.4846424,9086.918664
286,0,234.5703125,10533.02734,36.57142857,197.6866871,8556.324431
286,1,220.7871658,7958.077005,26.71428571,217.6812307,7347.622926
287,0,189.1128205,14020.59145,53.18181818,206.0023146,15021.94977
287,1,186.8394468,13930.0914,51.96875,217.3910414,15834.16282
288,0,220.8843058,21196.29276,62.125,186.812493,17117.59634
288,1,222.2630585,25614.99559,75.66666667,178.5571958,19810.07621
289,0,215.6992481,9561.52381,33.25,132.20918,5536.407526
289,1,200.6082192,7351.246575,27.03703704,165.3799055,5688.714095
290,0,217.0128292,15231.97029,54.85185185,156.0520762,10902.43246
290,1,206.5191371,13574.50383,55.26923077,162.0927013,10297.8336
291,0,213.5765766,21340.47523,72,151.4608663,14670.00289
291,1,219.1793991,28686.23348,101.3043478,151.5444073,19196.68531
292,0,185.4127573,24907.23726,109.7407407,130.5292437,16908.44183
292,1,184.6759219,26521.33449,100.2173913,141.2777843,20531.43481
293,0,226.4547461,4303.381898,11.92105263,244.1986582,4239.696197
293,1,229.977591,6828.207283,25.5,226.2008214,6545.32943
294,0,205.8256735,11218.96672,39.4375,172.6375389,8869.397062
294,1,204.3755239,10244.5264,36.15151515,172.2902349,8363.315691
295,0,182.1276596,14513.26862,62.66666667,206.6269618,16152.3523
295,1,180.4188034,9317.900285,43.875,214.7181992,10906.93393
296,0,232.7758621,4850.103448,10.54545455,182.5208593,3608.552027
296,1,251.0534979,4174.72428,9,221.574691,3740.646173
297,0,197.5809617,15268.63494,63.6875,200.1587178,15098.74327
297,1,198.418251,12195.07985,54.79166667,203.4935664,12327.03097
298,0,211.5995935,11625.11789,32.8,184.6578297,9384.671498
298,1,209.1705521,8552.957055,28.10344828,181.5152038,6878.802674
299,0,230.0612717,19803.39075,57.66666667,168.3352051,14050.5593
299,1,228.2375737,17226.95198,37.09375,174.413633,11770.48762
